TITLE,ACTIVE,URL_web,URL_facebook,URL_twitter,URL_youtube,URL_instagram,URL_telegram,URL_tiktok,URL_linkedin,DATE_START_year_offline,DATE_START_year_digital,DATE_START_day_digital,DATE_END_year_digital,DATE_END_day_digital,LOCATION_country,LOCATION_company_address,LOCATION_company_zipcode,LOCATION_town,REACH,NATIVE,PUBLISHER_media_group,PUBLISHER_company_name,PODCAST_offered,PODCAST_native,TOPIC_general_information,TOPIC_special_topic,TOPIC_special_topic_description,OWNERSHIP,DNR,ID_original,lat,lng,REVENUE_specify_other,LANGUAGE_specify_other,createdAt,updatedAt,publishedAt,URL_twitch,URL_whatsapp,platforms,languages,revenues,province,region
Balaguer Televisió,true,http://www.balaguer.tv/,https://www.facebook.com/balaguertv,https://twitter.com/BalaguerTV,,https://www.instagram.com/balaguertv/,,,,,2011,,,,ES,"d'Urgell, 17, 25600 Balaguer, Lleida, España",25600,Noguera,local,false,XAL (Xarxa Audiovisual Local),Balaguer Televisió,false,false,true,General,,private,false,ES_310,41.792807,0.8117045,,,2022-09-06T09:22:01.705Z,2023-01-27T11:11:20.630Z,2022-09-06T09:22:58.469Z,,,"tv, app, web",catalan,"Subsidies (public or private), Advertising",Lleida,Cataluña
Banyoles TV,true,http://www.banyolestv.cat/,https://www.facebook.com/banyolestelevisio,https://twitter.com/banyolestv,https://www.youtube.com/user/banyolestv,https://www.instagram.com/banyolestv/,,,,,2012,,,,ES,"Concòrdia Aigües de l'Estany, 30, 17.820 BANYOLES (Girona)",17820,Banyoles,local,false,XAL (Xarxa Audiovisual Local),"Dracvisió, SL",false,false,true,General,,private,false,ES_317,42.1133284,2.7773784,,,2022-09-06T09:22:35.892Z,2023-01-27T11:11:19.281Z,2022-09-06T09:22:58.469Z,,,"web, tv",catalan,"Advertising, Subsidies (public or private)",Girona,Cataluña
Barcelona Digital Radio,false,http://www.digitalradio.cat/,https://www.facebook.com/barcelona.digitalradio,https://twitter.com/bcndigitalradio,,,,,,,,,,,ES,"Consell de Cent 38-40, Barcelona",08014,"Hostafrancs, Barcelona",local,false,,Associació de la Ràdio Comunitària d'Hostafrancs,,,,,,public,false,ES_322,41.3765337,2.1460882,,,2022-09-06T09:22:18.280Z,2023-01-27T11:11:08.511Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Barcelona Metròpolis,true,https://www.barcelona.cat/metropolis/ca,https://www.facebook.com/LamevaBarcelona,https://twitter.com/bcnmetropolis,,,,,,,,,,,ES,08014 Barcelona,08014,Barcelona,local,false,,,false,false,true,General,,public,false,ES_324,41.3751275,2.1388864,,,2022-09-06T09:22:17.305Z,2023-01-27T11:11:08.554Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,,Barcelona,Cataluña
Belltall,false,http://belltall.net/,https://www.facebook.com/gentdebelltall,,,,,,,,2000,,,,ES,,,Passanant i Belltall,local,true,,Associació de veins i amics de Belltall,,,,,,private,false,ES_344,41.5250051,1.2025207,,,2022-09-06T09:22:03.415Z,2023-01-27T11:11:21.753Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Tarragona,Cataluña
Benegre,false,https://benegre.cat,https://www.facebook.com/benegre.cat/,https://twitter.com/elbenegre,,,,,,,2012,2012-02-23,2018,2018-04-12,ES,,,,local,true,,,,,,,,private,false,ES_350,,,,,2022-09-06T09:22:40.808Z,2023-01-27T11:11:21.455Z,2022-09-06T09:22:58.469Z,,,web,catalan,,ES Unknown,
Berguedà Actual,false,http://www.bergactual.com/,https://www.facebook.com/berguedaactual,https://twitter.com/bergactual,,,,,,,,,2016,2016-08-01,ES,Apartat de correus número 69 – 08600 BERGA,08600,Berguedà,local,false,,"INICIATIVES BERGUEDANES DE COMUNICACIÓ, SL",,,,,,,false,ES_352,42.1000658,1.842675,,,2022-09-06T09:22:11.340Z,2023-01-27T11:11:08.609Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Betera.com,true,http://www.betera.com/,https://www.facebook.com/beterapuntocom,https://twitter.com/BeteraCom,https://www.youtube.com/channel/UCWxIRmksj-3AT54x-_TRlCA,,,,,,2001,,,,ES,,46117,Betera,local,false,,,false,false,true,General,,unknown,false,ES_356,39.5915208,-0.4620313,,,2022-09-06T09:21:51.318Z,2023-01-27T11:11:27.644Z,2022-09-06T09:22:58.469Z,,,"web, tv",valencian,"Subsidies (public or private), Advertising, e-Commerce",Valencia/València,Comunitat Valenciana
Betevé,true,http://beteve.cat/,https://www.facebook.com/betevecat,https://twitter.com/beteve,https://www.youtube.com/channel/UCenoiY7GMRPMCkMJmvV9hNA,https://www.instagram.com/betevecat/,,,,,2016,,,,ES,"Plaça Tísner, 1, 08018 Barcelona",08018,Barcelona,local,false,,"Informació i Comunicació de Barcelona, SA, SPM",true,false,true,General,,public,false,ES_357,41.4005519,2.1935639,Venta de fotos,,2022-09-06T09:22:26.454Z,2023-01-27T11:11:08.639Z,2022-09-06T09:22:58.469Z,,,"app, web, tv",catalan,"Advertising, Consultancy, events and other sources",Barcelona,Cataluña
Blanes al Día,true,http://www.blanesaldia.com,https://www.facebook.com/Blanesaldia,https://twitter.com/blanesaldia,,,,,,,2010,2010-02-01,,,ES,,17300,Blanes,local,true,,,false,false,true,General,,private,false,ES_373,41.6759954,2.7902289,,,2022-09-06T09:22:36.034Z,2023-01-27T11:11:19.300Z,2022-09-06T09:22:58.469Z,,,web,"spanish, catalan",Advertising,Girona,Cataluña
Boca Ràdio,false,http://www.bocaradio.org,https://www.facebook.com/bocaradio,https://twitter.com/bocaradio,,http://instagram.com/bocaradiobcn,,,,,2006,,2023,,ES,"Agudells, 37-45 - CP 08032 - Barcelona",08032,Horta-Guinardó,hyperlocal,false,,Associació Juvenil d’Amics de la Ràdio a Horta-Guinardó (AJARHG),true,false,false,Otros,,,false,ES_378,41.4234081,2.1582217,,,2022-09-06T09:22:19.578Z,2024-03-03T18:55:06.590Z,2022-09-06T09:22:58.469Z,,,"radio, web",catalan,,Barcelona,Cataluña
Bolsamania,true,http://www.bolsamania.com/,https://www.facebook.com/Bolsamania,https://twitter.com/bolsamania,https://www.youtube.com/channel/UCPriqlF3Aj3a47VH5fD5DFg,https://www.instagram.com/bolsamania.com_/,,,,,1999,1999-10-01,,,ES,"Pedro Teixeira número 8, planta 1",28020,Madrid,national,true,,Web Financial Group,false,false,false,Economía y empresa,Información bursátil y financiera,private,false,ES_380,40.4548241,-3.6942395,,,2022-09-06T09:16:39.442Z,2023-01-27T11:11:52.453Z,2022-09-06T09:22:58.469Z,,,web,"catalan, spanish","Branded content, Advertising",Madrid,Madrid; Comunidad de
Butxaca,false,http://www.butxaca.com/,https://www.facebook.com/butxaca,https://twitter.com/butxaca,,,,,,,,,2018,2018-01-08,ES,"Ausiàs Marc, núm. 26, despatx 67, 08010 de Barcelona.",08010,Barcelona,local,false,,EDICIONS FREE SL,,,,,,private,false,ES_397,41.3911794,2.1756769,,,2022-09-06T09:22:23.893Z,2023-01-27T11:11:08.734Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Cafèambllet.com,false,http://www.cafeambllet.com,https://www.facebook.com/revistacafeambllet,https://twitter.com/CafeamblletCAT,,,,,,,,,2015,2015-07-01,ES,,,,local,true,,,,,,,,private,false,ES_419,,,,,2022-09-06T09:22:49.471Z,2023-01-27T11:11:21.495Z,2022-09-06T09:22:58.469Z,,,web,catalan,,ES Unknown,
Calafell Radio y TV,true,http://calafell.tv/,https://www.facebook.com/calafelltv,https://twitter.com/CalafellRadio,http://www.youtube.com/ajuntamentdecalafell,,,,,,2005,,,,ES,"Plaça Catalunya, 31 - 43820 Calafell - Tarragona",43820,Calafell,local,false,,Ajuntament de Calafell,true,false,true,General,,public,false,ES_420,41.20057,1.5686199,,,2022-09-06T09:22:08.674Z,2023-01-27T11:11:21.773Z,2022-09-06T09:22:58.469Z,,,"app, tv, web, radio",catalan,Advertising,Tarragona,Cataluña
CalaMillor7,true,http://www.calamillor7.com/,https://www.facebook.com/Cala-Millor-7-379426238751210,,,,,,,,2004,,,,ES,"Turisme2007 S.L. Carmelitas, 30 B, 07550 Son Servera",07550,Son Servera,local,false,,"Turisme2007, SL",false,false,true,General,,private,false,ES_422,39.6201493,3.3603044,,,2022-09-06T09:22:39.399Z,2023-01-27T11:10:51.995Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Suscription, membership or payment, Advertising",Illes Balears,Balears; Illes
Camp de Túria,true,http://camp-de-turia.es/,,,,,,,,,2012,2012-09-23,,,ES,"San Juan Ribera, 35, 46190 Riba-roja Turia, Valencia",46190,,local,true,,"OLOLLIR, S.L.",false,false,true,General,,private,false,ES_430,39.5538488,-0.5429366,,,2022-09-06T09:21:49.668Z,2023-01-27T11:11:27.737Z,2022-09-06T09:22:58.469Z,,,web,valencian,Advertising,Valencia/València,Comunitat Valenciana
Cam Ràdio,false,http://camradio.blogspot.com.es/,,,,,,,,,,,,,ES,,,Camarles,local,false,,,,,,,,private,false,ES_426,40.7709311,0.6690034,,,2022-09-06T09:22:01.400Z,2023-01-27T11:11:21.792Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Tarragona,Cataluña
Canal 10 Empordà,true,http://www.canal10.cat/,https://www.facebook.com/canal10emporda,https://twitter.com/canal10emporda,https://www.youtube.com/user/canal10emporda,https://www.instagram.com/canal10emporda/,,,,,2009,,,,ES,"Plaza de les Escoles - 4-5 3er - Edifici Can Masset  -17130 L'Escala, Girona",17130,Empordà,local,false,,,true,false,true,General,,private,false,ES_435,42.1225503,3.131836677,,,2022-09-06T09:22:38.713Z,2023-01-27T11:11:19.319Z,2022-09-06T09:22:58.469Z,,,"tv, web, radio",catalan,Advertising,Girona,Cataluña
Canal 4 Radio,true,http://www.canal4radio.com/,https://www.facebook.com/canal4televisio/,https://twitter.com/Canal4Radio,,https://www.instagram.com/canal4televisio/,,,,,2016,,,,ES,"EDIFICIO LLERET S/N 2ª PLANTA-PARC BIT-CTRA. VALLDEMOSSA KM. 7.4 07121 PALMA DE MALLORCA, BALEARES",07121,,local,false,,"CANAL 4 TELEVISION DE BALEARES, S.L.",true,false,true,General,,,false,ES_440,39.6355404,2.6484566,,,2022-09-06T09:22:33.506Z,2023-01-27T11:10:52.034Z,2022-09-06T09:22:58.469Z,,,"web, radio, app","catalan, spanish",,Illes Balears,Balears; Illes
Canal 4 TV,false,http://canal4televisio.com/,https://www.facebook.com/canal4televisio,https://twitter.com/Canal4televisio,https://www.youtube.com/Canal4Televisio,https://www.instagram.com/explore/locations/632649560241954/canal4-diario,,,,,2014,,2023,,ES,,,,local,false,,Grup 4 de Comunicació Multimèdia,false,false,true,General,,private,false,ES_441,,,Consultoría,,2022-09-06T09:22:41.189Z,2024-01-15T08:00:40.649Z,2022-09-06T09:22:58.469Z,,,"web, radio, app, tv","catalan, spanish","Advertising, Consultancy, events and other sources",Illes Balears,Balears; Illes
Canal Blau,true,http://www.canalblau.cat/,https://www.facebook.com/CanalBlau,https://twitter.com/canalblau,https://www.youtube.com/user/CanalBlau,https://www.instagram.com/CanalBlau/,,,,,2006,,,,ES,"Rambla de l’Exposició, n. 59-69, Edifici Neàpolis, 08800 – Vilanova i la Geltrú (Barcelona)",08800,"Canyelles, Cubelles, Sant Pere de Ribes, Vilanova i la Geltrú",local,false,XAL (Xarxa Audiovisual Local),"Informació i Comunicació de Vilanova i la Geltrú, S.A.M.",true,false,true,General,,public,false,ES_448,41.2233601,1.7334815,,,2022-09-06T09:22:10.003Z,2023-01-27T11:11:08.755Z,2022-09-06T09:22:58.469Z,,,"tv, radio, app, web",catalan,,Barcelona,Cataluña
Canal Reus TV,true,http://www.canalreustv.cat/,https://www.facebook.com/canalreustelevisio,https://twitter.com/canalreus,https://www.youtube.com/user/canalreustv,https://www.instagram.com/canalreus,,,,,2006,,,,ES,Camí de Valls 81-87 43204 (Reus),43204,Reus,local,false,XAL (Xarxa Audiovisual Local),Canal Reus TV,false,false,true,General,,private,false,ES_459,41.1586927,1.1193386,,,2022-09-06T09:22:02.891Z,2023-01-27T11:11:21.830Z,2022-09-06T09:22:58.469Z,,,"web, tv",catalan,"Advertising, Branded content",Tarragona,Cataluña
Canal Set,false,http://www.canalset.com/,https://www.facebook.com/canal.set,https://twitter.com/CanalSET,,,,,,,,,2019,2019-07-15,ES,"Mestre Joan Batlle, 10, 08187 Santa Eulàlia de Ronçana, Barcelona",08187,Santa Eulàlia de Ronçana,hyperlocal,false,,,,,,,,unknown,false,ES_461,41.654702,2.223071,,,2022-09-06T09:22:29.311Z,2023-01-27T11:11:08.772Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Canal Taronja,true,http://www.canaltaronja.cat/central/,https://www.facebook.com/taronja.cat,https://twitter.com/canalTaronja,https://www.youtube.com/channel/UCFGJocirP4mIh38IEkNMO4Q,https://www.instagram.com/canaltaronja/,,,,,2007,2007-02-05,,,ES,"carrer Nou, 47 entresòl de Manresa",08241,Manressa,local,true,,Taelus SL,false,false,true,General,,private,false,ES_465,41.7251083,1.8244711,,,2022-09-06T09:22:11.117Z,2023-01-27T11:11:08.792Z,2022-09-06T09:22:58.469Z,,,"tv, web",catalan,"Branded content, Advertising",Barcelona,Cataluña
Canal Terres de l'Ebre,true,http://www.canalte.cat/,https://www.facebook.com/canal.terresdelebre,https://twitter.com/canalte,,,,,,,,,,2018-07-30,ES,"Bisbe Serra, 6 // 43500. Tortosa (Tarragona)",43500,Tortosa,local,false,,EBE Imatge i Comunicació SL,,,,,,private,false,ES_466,40.796244,0.5239731,,,2022-09-06T09:21:59.960Z,2024-03-03T18:57:50.038Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Tarragona,Cataluña
Capçalera,true,https://www.periodistes.cat/capcalera,https://www.facebook.com/collegiperiodistes,https://twitter.com/periodistes_cat,http://www.youtube.com/user/periodistescatalunya,https://www.instagram.com/periodistes_cat/,,,,,,,,,ES,"Rambla de Catalunya, 10, 08007 Barcelona",08007,Barcelona,local,false,,,false,false,false,Técnicas y profesionales,Periodismo,private,false,ES_488,41.3881611,2.1680116,,,2022-09-06T09:22:21.245Z,2023-01-27T11:11:08.831Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Suscription, membership or payment",Barcelona,Cataluña
Capgròs,true,http://www.capgros.com/,https://www.facebook.com/Mataro.Capgros,https://twitter.com/capgros,,https://www.instagram.com/capgrosmataro/,,,,,2003,,,,ES," Sant Antoni, 42 08172 Sant Cugat del Vallès (Barcelona)",08172,Mataró,local,false,,"L'EDITORA SINGULAR DIGITAL 2 GR, S.L",false,false,true,General,,unknown,false,ES_489,41.4687335,2.0790992,,,2022-09-06T09:22:14.512Z,2023-01-27T11:11:08.854Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Advertising, Branded content, Subsidies (public or private)",Barcelona,Cataluña
Cap Vermell,true,http://www.capvermell.org/,https://www.facebook.com/capvermell.org,,http://www.youtube.com/capvermell07?gl=ES&hl=es,,,,,,2007,,,,ES,"Na Velleta núm 11, 07580 Capdepera - Illes Balears",07580,Capdepera,local,false,,ASSOCIACIÓ CULTURAL CAP VERMELL,false,false,true,General,,private,false,ES_487,39.703494,3.4370344,,,2022-09-06T09:22:39.438Z,2023-01-27T11:10:52.072Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,Illes Balears,Balears; Illes
Caràkter Ciutadà,true,http://www.carakter.org/,https://www.facebook.com/revistacarakter,,https://www.youtube.com/user/caraktertv,,,,,,2009,,,,ES,"Bartomeu Garcia i Subirà, 1, 08830 Sant Boi de Llobregat, Barcelona",08830,Baix Llobregat,local,true,,,false,false,true,General,,private,false,ES_496,41.3336635,2.0351664,,,2022-09-06T09:22:13.776Z,2023-01-27T11:11:08.875Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,Advertising,Barcelona,Cataluña
Cassà Digital,true,http://www.cassadigital.cat/,https://www.facebook.com/Cass%C3%A0-Digital-Llumiguia-212517452093786,https://twitter.com/cassadigital,,,,,,,2008,2008-07-17,,,ES,"Ctra. Provincial, 93 - 17244 Cassà de la Selva",17224,Cassà de la Selva,local,true,,Editora cassanenca,false,false,true,General,,private,false,ES_514,41.8896332,2.8752179,,,2022-09-06T09:22:36.849Z,2024-01-18T14:34:44.683Z,2022-09-06T09:22:58.469Z,,,"print, web, app",catalan,"e-Commerce, Subsidies (public or private), Advertising",Girona,Cataluña
Castelló Extra,true,https://castelloextra.com/,https://www.facebook.com/castelloextra/,https://twitter.com/castello_extra,https://www.youtube.com/channel/UC3tzj3HpeGkBuzyfe4aBkiw,https://www.instagram.com/valencia_extra/,,,,,2017,,,,ES,"Gaspar Torrella, 1, pta. 19 - Valencia - 46017",46017,Castellón,local,true,,"VALENCIA EXTRA, SL",false,false,true,General,,private,false,ES_515,39.4536311,-0.3928259,,,2022-09-06T09:21:52.687Z,2023-01-27T11:11:26.635Z,2022-09-06T09:22:58.469Z,,,"print, web","valencian, spanish","Subsidies (public or private), Advertising",Castellón/Castelló,Comunitat Valenciana
Castellón Plaza,true,https://castellonplaza.com/,https://www.facebook.com/Castell%C3%B3n-Plaza-138744560325708/,https://twitter.com/plazacastellon,https://www.youtube.com/channel/UCTdfZ05ikmXrDaq9VEOvWhQ,https://www.instagram.com/plazacastellon/,,,,,2018,2018-10-17,,,ES," Roger de Lauria, 19 4 A - Valencia 46002",46002,Castellón,local,true,,Ediciones Plaza SL,false,false,true,General,,private,false,ES_519,39.4694281,-0.3732906,,,2022-09-06T09:21:54.229Z,2023-01-27T11:11:26.743Z,2022-09-06T09:22:58.469Z,,,"app, web","spanish, valencian",Advertising,Castellón/Castelló,Comunitat Valenciana
Castellvillarenc.info,true,https://castellvilarenc.info/,,https://twitter.com/Castellvilarenc,https://www.youtube.com/user/Castellvilarenc,,,,,,2008,2008-02-04,,,ES,"C/ Burés 8, 08296 Castellbell i el Vilar",08296,Castellbell i Vilar,local,true,,Associació Audiovisual Mitjans Digitals Castellbell i El Vilar,false,false,true,General,,private,false,ES_520,41.6385216,1.8564286,,,2022-09-06T09:22:11.530Z,2023-01-27T11:11:08.896Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,Barcelona,Cataluña
Catalunya Cristiana,true,http://www.catalunyacristiana.cat/,https://www.facebook.com/catalunyacristiana,https://twitter.com/catcrist,http://www.youtube.com/user/radioEstel,,,,,,2008,,,,ES,"Comtes de Bell-lloc, 67-69, Barcelona",08014,Barcelona,local,false,,Fundació Catalunya Cristiana,true,false,false,Religión y espiritualidad,Iglesia católica,private,false,ES_531,41.3798313,2.1374476,,,2022-09-06T09:22:16.918Z,2023-01-27T11:11:08.976Z,2022-09-06T09:22:58.469Z,,,"print, web, app, radio",catalan,"Advertising, e-Commerce, Suscription, membership or payment, Subsidies (public or private)",Barcelona,Cataluña
Catalunya Diari,true,https://catalunyadiari.com/,https://www.facebook.com/CatalunyaDiari/,https://twitter.com/catalunyadiari,https://www.youtube.com/CatalunyaDiari,https://www.instagram.com/catalunya_diari/,,,,,2015,,,,ES,"Raval Santa Anna 42, Entresòl, 43201 REUS",43201,Reus,local,true,,"Edicions Digitals del Camp, S.L.",false,false,true,General,,private,false,ES_532,41.156741,1.1092707,,,2022-09-06T09:22:02.777Z,2023-01-27T11:11:21.869Z,2022-09-06T09:22:58.469Z,,,"app, web",catalan,"Subsidies (public or private), Advertising",Tarragona,Cataluña
Catalunya m'agrada,true,https://www.catalunyamagrada.cat/,https://www.facebook.com/catalunyamagrada,https://twitter.com/m_catalunya,https://www.youtube.com/channel/UCTVObuWIjKaefus5ZaMXL4g,https://www.instagram.com/catalunya.magrada/,https://t.me/catalunyamagrada,,,,2017,2017-04-03,,,ES,"C/ Sant Antoni, 42, 08172 Sant Cugat del Vallès (Barcelona)",08172,Sant Cugat del Vallès,local,true,Tot Media,"Totmedia Comunicació, S.L.",false,false,false,Ocio y entretenimiento,"viajes, rutas, variedades",private,false,ES_533,41.4695627,2.0809895,,,2022-09-06T09:22:14.726Z,2023-01-27T11:11:09.009Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Advertising, Subsidies (public or private)",Barcelona,Cataluña
Catalunya News,true,https://www.catalunyanews.cat/,https://www.facebook.com/catalunyanews.cat/,https://twitter.com/CatalunyaNewsc1,,,,,,,2019,,,,ES,"Hospital 110–112, 08001 Barcelona",08001,Barcelona,local,true,,Associació Catalana Premsa Comarcal (ACPC),false,false,,,,private,false,,,,,,2024-01-18T14:12:17.861Z,2024-01-18T14:12:34.293Z,2024-01-18T14:12:25.267Z,,,web,catalan,"Subsidies (public or private), Advertising",Barcelona,Cataluña
Catalunya Plural,true,http://catalunyaplural.cat/ca/,https://www.facebook.com/CatPlural,https://twitter.com/CatalunyaPlural,https://www.youtube.com/channel/UCJE6j3toD1DJO61gvPYFa_Q,,https://t.me/catalunyapluralcat,,,,2013,,,,ES,"Passatge de Tona, 10 - Barcelona - 08023",08023,Barcelona,local,true,,Fundació Periodisme Plural,false,false,false,Otros,Análisis y opinión (agenda propia),private,false,ES_534,41.4160571,2.1455425,,,2022-09-06T09:22:17.953Z,2023-01-27T11:11:09.039Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Advertising, Subsidies (public or private), Suscription, membership or payment",Barcelona,Cataluña
Catalunya Press,true,http://www.catalunyapress.cat/,https://www.facebook.com/catalunyapress,https://twitter.com/catalunya_press,https://www.youtube.com/channel/UClLrIdMwQ26Kod1bmplBqZQ,https://www.instagram.com/catalunyapress,,,,,2008,2008-09-11,,,ES,"Ronda Universitat 12, 7ª Planta -08007 Barcelona",08007,Barcelona,local,true,,ORNA COMUNICACIÓN SL,false,false,true,General,,private,false,ES_535,41.3865643,2.166938,,,2022-09-06T09:22:20.598Z,2023-01-27T11:11:09.062Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Advertising, Subsidies (public or private)",Barcelona,Cataluña
Catalunya Radio,true,http://www.ccma.cat/catradio/,https://www.facebook.com/catradio,https://twitter.com/catalunyaradio,https://www.youtube.com/user/CatRadio,https://www.instagram.com/catalunyaradio/,https://t.me/catalunyaradio,,,,2006,,,,ES,"Avinguda Diagonal, 614, 08021 Barcelona",08021,Barcelona,local,false,CCMA (Corporació Catalana de Mitjans Audiovisuals),CCMA (Corporació Catalana de Mitjans Audiovisuals),true,true,true,General,,public,false,ES_536,41.3925332,2.1412648,,,2022-09-06T09:22:17.587Z,2023-01-27T11:11:09.083Z,2022-09-06T09:22:58.469Z,,,"web, radio, app, tv",catalan,Advertising,Barcelona,Cataluña
