media,area_of_influence,ojd,url,CCAA,PROV,AREA,platform,PGD,distribution,Origin,active_iber,address_iber,zipcode_iber,lat_iber,lng_iber,platform_iber,province_iber,CCAA_iber,type_media_cac,address_cac,lat_cac,lng_cac,zipcode_cac,classification_ojd,sub_classification_ojd,unique_visitors_ojd
bas ràdio,,,www.basradio.50webs.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Santa Anna, 2-4 ,  17176, La Vall d'en Bas",42.117676,2.459124,17176,,,
bellvei ràdio,,,www.bellvei.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Passatge de les escoles, s/n,  43719, Bellvei",41.241327,1.577505,43719,,,
betevé 91.0 fm,,,www.beteve.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Tísner, 1 ,  08099, Barcelona",41.400552,2.193564,08099,,,
cadena 100 barcelona,,,www.cadena100.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Diputació, 238 ,  08037, Barcelona",41.388497,2.164738,08037,,,
cadena 100 girona,,,www.cadena100.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Sèquia, 3 ,  17600, Girona",42.264520,2.963230,17600,,,
cadena 100 lleida,,,www.cadena100.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Acadèmia, 14 Edifici Metropol 2000,  25002, Lleida",41.613230,0.621601,25002,,,
cadena 100 reus-tarragona,,,www.cadena100.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Llovera, 54-56 ,  43209, Reus",41.157319,1.105841,43209,,,
cadena dial,,,www.cadenadial.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Vila Antonia, 5 ,  25007, Lleida",41.604966,0.879732,25007,,,
cadena dial barcelona,,,www.cadenadial.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Casp, 6 ,  08010, Barcelona",41.389086,2.170519,08010,,,
cadena dial ebre,,,www.cadenadial.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Ricard Cirera, 6 ,  43500, Tortosa",40.713317,0.580889,43500,,,
cadena dial girona,,,www.cadenadial.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Josep Pla, 2 ,  17999, Girona",41.983360,2.822289,17999,,,
cadena dial penedès-garraf,,,www.cadenadial.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Migdia, 31 ,  08720, Vilafranca del Penedès",41.262400,1.771820,08720,,,
cadena dial salou,,,www.cadenadial.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Pintor Tomás Bergadà, 3 ,  43204, Reus",41.082087,1.135240,43204,,,
cadena ser tarragona,,,www.cadenaser.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Passeig Sunyer, 20 ,  43210, Reus",41.156991,1.101312,43210,,,
calafell ràdio,,,www.calafell.tv,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Catalunya, 21 ,  43820, Calafell",41.200926,1.568647,43820,,,
caldes fm,,,www.caldesdemalavella.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Sant Grau,19  , 19 La Casa Rosa,  17455, Caldes de Malavella",41.838516,2.808770,17455,,,
canal 20 ràdio olèrdola,,,www.olerdola.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Carrerada, 31-33 Moja,  08734, Olèrdola",41.324390,1.693480,08734,,,
canal 21 ebre,,,www.canal21ebre.com,,,,,,,CAC,,,,,,,,,Canal de televisió,"Avinguda Remolins, 24 ,  43500, Tortosa",40.818307,0.522595,43500,,,
canal 4,,,www.grup4.com,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer Villaroel, 189 ,  08036, Barcelona",41.382721,2.059640,08036,,,
canal 4,,,www.grup4.com,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer Bullidor,  ,  08960, Sant Just Desvern",41.546331,2.108541,08960,,,
canal 4,,,www.grup4.com,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer Villaroel, 189 ,  08036, Barcelona",41.608283,2.287387,08036,,,
canal blau fm,,,www.canalblau.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Rambla de l'Exposició, 61-69 ,  08800, Vilanova i la Geltrú",41.222949,1.733139,08800,,,
canal reus tv,,,www.canalreustv.cat,,,,,,,CAC,,,,,,,,,Canal de televisió,"Camí de Valls, 81-87 Edifici Redessa,  43209, Reus",41.149826,1.105532,43209,,,
canal t.e.,,,canalte.xiptv.cat,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer Bisbe Serra, 6 ,  43500, Tortosa",40.812578,0.521442,43500,,,
canal taronja anoia,,,www.canaltaronja.cat,,,,,,,CAC,,,,,,,,,Canal de televisió,"Rambla Sant Isidre, 18, 2n,  08700, Igualada",41.579393,1.617618,08700,,,
canal taronja bages,,,www.canaltaronja.tv,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer Nou, 47 ,  08249, Manresa",41.725077,1.824503,08249,,,
canal taronja osona,,,www.canaltaronja.tv,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer Sant Antoni, 2, 1r,  ,  08500, Vic",41.931361,2.256061,08500,,,
canal terrassa vallès,,,www.terrassadigital.cat,,,,,,,CAC,,,,,,,,,Canal de televisió,"Plaça de la Farinera, 5 ,  08229, Terrassa",41.560617,2.023169,08229,,,
catalunya informació,,,www.ccma.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Avinguda Diagonal, 614 ,  08021, Barcelona",41.392325,2.141187,08021,,,
catalunya música,,,www.ccma.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Avinguda Diagonal, 614 ,  08021, Barcelona",41.392303,2.141186,08021,,,
catalunya ràdio,,,www.ccma.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Avinguda Diagonal, 614 ,  08021, Barcelona",41.392314,2.141188,08021,,,
cerdanyola ràdio,,,www.cerdanyola.info,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer de la Indústria, 38-40 Ateneu de Cerdanyola,  08290, Cerdanyola del Vallès",41.488538,2.140936,08290,,,
cope,,,www.cope.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Diputació, 238 ,  08007, Barcelona",41.790287,0.817885,08007,,,
cope,,,www.cope.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Diputació, 238 ,  08007, Barcelona",41.983134,2.824782,08007,,,
cope,,,www.cope.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Diputació, 238 ,  08007, Barcelona",42.358040,1.462356,08007,,,
cope,,,www.cope.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Diputació, 238 entresòl,  08007, Barcelona",40.812570,0.521441,08007,,,
cope manresa,,,www.cope.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carretera de Vic, 101 ,  08249, Manresa",41.698613,1.844026,08249,,,
cope puigcerdà,,,www.cope.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Diputació, 238 ,  08007, Barcelona",42.433379,1.925868,08007,,,
cope tarragona,,,www.cope.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Llovera, 54-56 ,  43003, Tarragona",41.123009,1.239381,43003,,,
cugat ràdio,,,www.cugat.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Plana Hospital, 12-14 ,  08199, Sant Cugat del Vallès",41.474259,2.083344,08199,,,
domenys ràdio,,,www.santjaumedelsdomenys.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer de la Carretera, 4 Centre Cívic,  43713, Sant Jaume dels Domenys",41.299821,1.559006,43713,,,
empordà televisió,,,empordatv.xiptv.cat,,,,,,,CAC,,,,,,,,,Canal de televisió,"Pujada al Puig-Rom, 9,  17480, Roses",42.257553,3.182588,17480,,,
emun fm ràdio albesa,,,www.emunfmradio.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Major, 14 ,  25135, Albesa",41.750800,0.659836,25135,,,
emun fm ràdio alfarràs,,,www.emunfmradio.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Avinguda de Catalunya, 16 ,  25120, Alfarràs",41.829770,0.569780,25120,,,
emun fm ràdio alguaire,,,www.emunfmradio.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça de l'Església, 21 ,  25125, Alguaire",41.738695,0.640426,25125,,,
emun fm ràdio torrefarrera,,,www.emunfmradio.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Major, 35 ,  25123, Torrefarrera",41.673816,0.606288,25123,,,
esport3,,,www.ccma.cat,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer de la TV3, s/n ,  08970, Sant Joan Despí",41.374571,2.069748,08970,,,
etv,,,etv.xiptv.cat,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer Verge de Guadalupe, 28-30 ,  08950, Esplugues de Llobregat",41.370157,2.087627,08950,,,
europa fm,,,www.europafm.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Rambla Sant Josep, 88-94 ,  08002, Barcelona",41.381889,2.172931,08002,,,
europa fm,,,www.europafm.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Pallars, 4 ,  25004, Lleida",41.614951,0.626859,25004,,,
europa fm,,,www.europafm.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Rambla Jaume I, 37 ,  17001, Girona",41.983167,2.824785,17001,,,
europa fm,,,www.europafm.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Pallars, 4 ,  25004, Lleida",42.701775,0.795515,25004,,,
europa fm,,,www.europafm.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Rambla Nova, 38 ,  43004, Tarragona",41.105117,1.246391,43004,,,
europa fm,,,www.europafm.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Rambla Josep Antoni Vidal, 10 ,  08800, Vilanova i la Geltrú",41.262433,1.771823,08800,,,
girona fm,,,www.gironafm.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Balmes, 15 ,  17002, Girona",41.982928,2.823949,17002,,,
gum fm aran,,,www.gum.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Aneto, 7, esc. B, 1r 2a,  25530, Vielha e Mijaran",42.701773,0.795523,25530,,,
gum fm pirineus,,,www.gum.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Aneto, 7, esc. B, 1r 2a,  25530, Vielha e Mijaran",42.407573,0.740136,25530,,,
hit tv,,,www.hittv.es,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer Aragó, 390-394, 2a pl.,  08099, Barcelona",41.546328,2.108538,08099,,,
icat,,,www.catradio.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Avinguda Diagonal, 614-6  08021, Barcelona",,,08021,,,
kiss fm,,,www.kissfm.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Aragó, 390 2ª planta,  08013, Barcelona",41.959315,3.037443,08013,,,
kiss fm,,,www.kissfm.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Gutemberg, 3-13, 6ª planta,  08229, Terrassa",41.549026,1.993047,08229,,,
la cala ràdio,,,www.ametllamar.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Sant Joan, 55 ,  43860, L'Ametlla de Mar",40.885308,0.803601,43860,,,
la veu,,,www.santjoandelesabadesses.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Escultor Pujol, s/n ,  17860, Sant Joan de les Abadesses",42.232866,2.284761,17860,,,
l'espluga fm ràdio,,,www.esplugafmradio.info,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Torres Jordi, 16, 2n  , 16 Edifici antic hospital,  43440, L'Espluga de Francolí",41.397182,1.102932,43440,,,
live fm,,,www.livefm.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Anselm Clavé, s/n ,  17530, Campdevànol",42.200357,2.190822,17530,,,
lleida televisió,,,lleidatelevisio.xiptv.cat,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer del riu, 6 ,  25999, Lleida",42.701764,0.795534,25999,,,
lleida televisió,,,lleidatelevisio.xiptv.cat,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer del riu, 6,  25999, Lleida",41.614962,0.626860,25999,,,
lleida televisió,,,lleidatelevisio.xiptv.cat,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer del riu, 6,  25999, Lleida",41.790293,0.817887,25999,,,
los40 catalunya,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Casp, 6 ,  08010, Barcelona",41.389090,2.170514,08010,,,
los40 catalunya central,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Nou, 47, entresòl,  ,  08249, Manresa",41.729293,1.822515,08249,,,
los40 classic,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Tomás Bergadà, 3 ,  43204, Reus",41.114364,1.255784,43204,,,
los40 classic lleida,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Vila Antònia, 5 ,  25007, Lleida",41.618167,0.631545,25007,,,
los40 costa brava,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Josep Pla, 2 ,  17999, Girona",41.846370,3.129286,17999,,,
los40 girona,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Josep Pla, 2 ,  17999, Girona",41.983372,2.822277,17999,,,
los40 la selva,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Josep Pla, 2 ,  17430, Santa Coloma de Farners",41.861621,2.662830,17430,,,
los40 lleida,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Vila Antònia, 5 ,  25007, Lleida",41.617875,0.631445,25007,,,
los40 mora d'ebre,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Ricard Cirera, 6-8 ,  43500, Tortosa",40.809963,0.521362,43500,,,
los40 osona,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Sant Antoni, 2 ,  08500, Vic",41.931282,2.256825,08500,,,
los40 penedès-garraf,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Rambla Principal, 1bis ,  08800, Vilanova i la Geltrú",41.262411,1.771821,08800,,,
los40 pirineus puigcerdà,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Casp, 6 ,  08010, Barcelona",42.433385,1.925870,08010,,,
los40 tarragona,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Pintor Tomás Bergadá, 3 ,  43210, Reus",41.152244,1.108997,43210,,,
los40 urban,,,los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Casp, 6 ,  08099, Barcelona",41.474385,1.930785,08099,,,
los40 urban,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Casp, 6 ,  08010, Barcelona",41.389067,2.170510,08010,,,
los40 urban,,,www.los40.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Casp, 6 ,  08010, Barcelona",41.389078,2.170521,08010,,,
mar tv,,,www.martv.tv,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer Joan Prim, 4 ,  08330, Premià de Mar",41.493260,2.357960,08330,,,
matadepera ràdio,,,www.matadepera.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Pere Adalvert, 4 ,  08230, Matadepera",41.599623,2.028071,08230,,,
mataró televisió,,,www.mataroaudiovisual.cat,,,,,,,CAC,,,,,,,,,Canal de televisió,"Carrer Tordera, 37,  (Tecnocampus),  08300, Mataró",41.527240,2.434100,08300,,,
máxima fm,,,www.maxima.fm,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Plaça Josep Pla, 2, entresòl,  17999, Girona",42.263244,3.174995,17999,,,
melodía fm,,,www.melodia-fm.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Rambla Llibertat, 6 ,  17004, Girona",41.780340,3.028720,17004,,,
melodía fm,,,www.melodia-fm.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Rambla Sant Josep, 88-94 ,  08002, Barcelona",41.539780,2.444761,08002,,,
melodía fm,,,www.melodia-fm.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Pallars, 4 ,  25004, Lleida",41.614967,0.626864,25004,,,
molahits tv,,,www.molatv.cat,,,,,,,CAC,,,,,,,,,Canal de televisió,"Plaça Catalunya, 15-16 baixos,  08809, Sabadell",41.549870,2.097950,08809,,,
montbui ràdio,,,,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer La fàbrica, 2 Casal de la joventut,  08710, Santa Margarida de Montbui",41.556869,1.603035,08710,,,
noucinc.2 ràdio,,,www.terrassadigital.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça de la Farinera, 5 ,  08222, Terrassa",41.565946,2.024870,08222,,,
olesa ràdio,,,www.olesademontserrat.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Salvador Casas, 26 ,  08640, Olesa de Montserrat",41.544421,1.892586,08640,,,
ona bitlles,,,www.onabitlles.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Nou, 37 ,  08776, Sant Pere de Riudebitlles",41.452090,1.702330,08776,,,
ona malgrat,,,www.malgratcomunicacio.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer del Carme, 30 ,  08380, Malgrat de Mar",41.645721,2.741258,08380,,,
ona vilamalla,,,www.onavilamalla.net,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Major, 2 ,  17469, Vilamalla",42.250832,2.994698,17469,,,
onda cero,,,www.ondacero.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Rambla Nova, 38 ,  43004, Tarragona",41.155342,1.108873,43004,,,
onda cero,,,www.ondacero.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Rambla Josep Antoni Vidal, 10 ,  08800, Vilanova i la Geltrú",41.220820,1.725350,08800,,,
onda cero,,,www.ondacero.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Pallars, 4, 4 ,  25004, Lleida",41.622561,0.625746,25004,,,
onda cero,,,www.ondacero.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Rambla Sant Josep, 88-94 ,  08002, Barcelona",41.608273,2.287377,08002,,,
onda cero,,,www.ondacero.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Avinguda Jaume I, 37 ,  17001, Girona",41.983142,2.824750,17001,,,
onda cero,,,www.ondacero.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Rambla Sant Josep, 88-94 ,  08002, Barcelona",41.613272,2.656983,08002,,,
penedès fm subirats,,,www.penedesfm.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Ponent, 30 Sant Pau d'Ordal,  08739, Subirats",41.382610,1.794070,08739,,,
penedès tv,,,www.rtvvilafranca.cat,,,,,,,CAC,,,,,,,,,Canal de televisió,"Plaça Penedès 4, 4 ,  08720, Vilafranca del Penedès",41.344126,1.698880,08720,,,
premià de dalt ràdio,,,www.premiadedalt.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Riera Sant Pere, 88 ,  08338, Premià de Dalt",41.504570,2.346020,08338,,,
pròxima fm,,,www.proxima.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Avinguda Pau Claris, 8 ,  25700, La Seu d'Urgell",42.431083,1.927353,25700,,,
punt 7 ràdio sant celoni,,,www.santceloni.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Sant Josep, 101 Pati de Can Ramis,  08470, Sant Celoni",41.689748,2.489247,08470,,,
ràdio 010,,,www.radio010.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Barcelona, 15 ,  08273, Santa Maria d'Oló",41.871897,2.034573,08273,,,
ràdio almacelles,,,,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça de la Vila, 1 ,  25100, Almacelles",41.731508,0.436964,25100,,,
ràdio aran,,,www.baqueira.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Afores, s/n ,  25598, Naut Aran",42.742824,0.943847,25598,,,
ràdio arbeca,,,,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça de la Generalitat, 3,  25140, Arbeca",41.542260,0.924960,25140,,,
ràdio arboç,,,www.radiobaixpenedes.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Major  , 37 Casa de Cultura de Can Rossell,  43720, L'Arboç",41.265988,1.602034,43720,,,
ràdio arbúcies,,,www.arbucies.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Estenedo, 44 Hotel d'entitats,  17401, Arbúcies",41.817689,2.512759,17401,,,
ràdio artesa de segre,,,www.ras.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Escoles, 8 ,  25730, Artesa de Segre",41.894230,1.046350,25730,,,
ràdio balaguer,,,www.radiobalaguer.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Mercadal, 1 ,  25600, Balaguer",41.790298,0.817886,25600,,,
ràdio barberà,,,www.radiobarbera.fm,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Manuel de Falla, 16 ,  08210, Barberà del Vallès",41.516423,2.123447,08210,,,
ràdio barcelona - cadena ser,,,www.cadenaser.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Casp, 6 ,  08010, Barcelona",41.388880,2.170302,08010,,,
ràdio batea,,,,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça de Catalunya, 1 ,  43786, Batea",41.094747,0.311752,43786,,,
ràdio begur,,,www.begur.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Bonaventura Carreras, 9 baixos,  17255, Begur",41.954448,3.208268,17255,,,
ràdio bellpuig,,,,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Sant Roc, 34, 1r,  ,  25250, Bellpuig",41.625740,1.009940,25250,,,
ràdio berga,,,,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Passeig de la Pau, 55 entresol 1ª,  08600, Berga",42.101260,1.843922,08600,,,
ràdio besalú,,,radiobesalu.blogspot.com.es,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer portalet, s/n Can Tenes,  17850, Besalú",42.198670,2.699910,17850,,,
ràdio bonmatí,,,www.radiobonmati.net,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Amer, 1 ,  17164, Sant Julià del Llor i Bonmatí",41.970627,2.667145,17164,,,
ràdio cabanes,,,www.radiocabanes.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça  Ajuntament, 11 ,  17761, Cabanes",42.310526,2.973181,17761,,,
ràdio calella,,,www.radiocalella.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Sant Jaume, 339 ,  08370, Calella",41.613435,2.653555,08370,,,
ràdio cambrils,,,www.radiocambrils.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Rambla Jaume I, 35 ,  43850, Cambrils",41.071320,1.057600,43850,,,
ràdio camprodon,,,,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Espanya, 1 ,  17867, Camprodon",42.313669,2.365143,17867,,,
ràdio cardona,,,,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Escoles Escassany, s/n ,  08261, Cardona",41.914485,1.677389,08261,,,
ràdio castellar,,,www.castellarvalles.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Major, 76 ,  08211, Castellar del Vallès",41.616300,2.086144,08211,,,
ràdio castellterçol,,,,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Vella, 3 ,  08183, Castellterçol",41.751.330,2.120.600,08183,,,
ràdio cervelló,,,,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Major, 146-1 ,  08758, Cervelló",41.396160,1.958900,08758,,,
ràdio corbera,,,www.corberadellobregat.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer  La Pau, 4 ,  08757, Corbera de Llobregat",41.416226,1.927529,08757,,,
ràdio corbins,,,,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer La Creu, 14 ,  25137, Corbins",41.691190,0.696070,25137,,,
ràdio costa brava - ser catalunya,,,www.cadenaser.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Didac Garrel, 10 local 26,  17230, Palamós",41.848350,3.129061,17230,,,
ràdio delta,,,www.deltebre.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça 20 de Maig, 1 ,  43580, Deltebre",40.719344,0.723052,43580,,,
ràdio el morell,,,www.radiomorell.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer La Coma, 2 ,  43760, El Morell",41.190690,1.208588,43760,,,
ràdio el pla,,,,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Vidal i Barraquer, 9 ,  43810, El Pla de Santa Maria",41.365182,1.290307,43810,,,
ràdio el vendrell,,,www.rtvelvendrell.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carretera Santa Oliva, 27-35 ,  43700, El Vendrell",41.225490,1.537880,43700,,,
ràdio esparreguera,,,www.esparreguera.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Ferran Puig, 36-40 ,  08292, Esparreguera",41.540488,1.867457,08292,,,
ràdio estudi,,,,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Àngel Guimerà, 27 ,  08950, Esplugues de Llobregat",41.377233,2.085698,08950,,,
ràdio gandesa,,,www.gandesa.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Espanya, 1 ,  43780, Gandesa",41.052631,0.438471,43780,,,
ràdio girona - cadena ser,,,www.cadenaser.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Josep Pla, 2 ,  17999, Girona",41.983369,2.822290,17999,,,
ràdio joventut,,,www.radiojoventut.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça de l'Església, 11 ,  43878, Masdenverge",40.715294,0.531099,43878,,,
ràdio juneda,,,webs.juneda.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Roger de Llúria, 7 ,  25430, Juneda",41.547307,0.824989,25430,,,
ràdio la bisbal,,,www.labisbal.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer del morró, 37 ,  17100, La Bisbal d'Empordà",41.957227,3.040413,17100,,,
ràdio la llagosta,,,www.radiolallagosta.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Carrer Verge de Montserrat, 16, 3a pl.,  08120, La Llagosta",41.513861,2.193092,08120,,,
ràdio la selva,,,www.radiolaselva.cat,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Camí Tarragona, 10 ,  43470, La Selva del Camp",41.199330,1.164400,43470,,,
ràdio les,,,torismeles.com,,,,,,,CAC,,,,,,,,,Emissora de ràdio,"Plaça Ajuntament, 1 ,  25540, Les",42.809890,0.710350,25540,,,
